"Lon";"Lat"
-58.6435260887044;-23.5777849993075
-58.6435340887042;-23.5777849993075
-58.6435420887048;-23.5777849993075
-58.6435510887044;-23.5777839993075
-58.6435590887043;-23.5777839993075
-58.6435670887049;-23.5777829993075
-58.6435760887045;-23.5777819993075
-58.6435840887043;-23.5777809993075
-58.6435920887042;-23.5777799993075
-58.6436000887048;-23.5777789993075
-58.6436090887044;-23.5777789993075
-58.6436180887048;-23.5777779993075
-58.6436270887044;-23.5777789993075
-58.6436370887046;-23.5777799993075
-58.6436490887044;-23.5777819993075
-58.6436610887049;-23.5777849993075
-58.6436740887044;-23.5777889993075
-58.6436880887045;-23.5777929993075
-58.6437020887047;-23.5777989993075
-58.6437170887045;-23.5778049993075
-58.6437330887042;-23.5778119993075
-58.6437470887043;-23.5778179993075
-58.6437610887044;-23.5778249993075
-58.6437730887041;-23.5778309993075
-58.6437840887049;-23.5778359993075
-58.6437920887048;-23.5778409993075
-58.6437990887048;-23.5778449993075
-58.6438050887043;-23.5778489993075
-58.6438110887045;-23.5778529993075
-58.6438170887048;-23.5778569993075
-58.6438220887045;-23.5778599993075
-58.6438280887048;-23.5778639993075
-58.6438330887045;-23.5778679993075
-58.6438390887048;-23.5778709993075
-58.6438450887042;-23.5778749993075
-58.6438500887047;-23.5778789993075
-58.6438560887042;-23.5778819993075
-58.6438620887045;-23.5778859993075
-58.6438680887048;-23.5778889993075
-58.6438740887042;-23.5778919993075
-58.6438800887045;-23.5778959993075
-58.6438870887045;-23.5778989993075
-58.6438930887048;-23.5779019993075
-58.6439000887049;-23.5779049993075
-58.6439060887043;-23.5779079993075
-58.6439130887044;-23.5779119993075
-58.6439190887047;-23.5779149993075
-58.6439260887047;-23.5779189993075
-58.6439320887042;-23.5779219993075
-58.6439390887042;-23.5779259993075
-58.6439450887045;-23.5779299993075
-58.6439530887043;-23.5779339993075
-58.6439610887042;-23.5779379993075
-58.6439700887046;-23.5779429993075
-58.6439790887042;-23.5779479993075
-58.6439900887042;-23.5779539993075
-58.6440010887049;-23.5779599993075
-58.6440130887047;-23.5779649993075
-58.6440250887044;-23.5779699993075
-58.6440360887044;-23.5779729993075
-58.6440470887044;-23.5779759993075
-58.6440590887049;-23.5779779993075
-58.6440700887049;-23.5779789993075
-58.6440810887049;-23.5779809993075
-58.6440920887048;-23.5779819993075
-58.6441020887042;-23.5779829993075
-58.6441130887042;-23.5779839993075
-58.6441240887049;-23.5779859993075
-58.6441350887049;-23.5779869993075
-58.6441460887049;-23.5779889993075
-58.6441580887046;-23.5779899993075
-58.6441690887046;-23.5779909993075
-58.6441800887046;-23.5779919993075
-58.6441930887049;-23.5779929993075
-58.6442050887046;-23.5779929993075
-58.6442180887041;-23.5779939993075
-58.6442300887047;-23.5779939993075
-58.6442420887044;-23.5779929993075
-58.6442530887044;-23.5779929993075
-58.6442630887046;-23.5779919993075
-58.6442710887044;-23.5779909993075
-58.6442790887043;-23.5779889993075
-58.6442870887049;-23.5779869993075
-58.6442940887041;-23.5779859993075
-58.6443010887042;-23.5779839993075
-58.6443080887043;-23.5779819993075
-58.6443160887049;-23.5779799993075
-58.6443230887041;-23.5779779993075
-58.6443300887042;-23.5779759993075
-58.6443370887042;-23.5779739993075
-58.6443440887043;-23.5779719993075
-58.6443520887049;-23.5779699993075
-58.6443590887042;-23.5779679993075
-58.6443670887048;-23.5779659993075
-58.6443750887046;-23.5779629993075
-58.6443840887042;-23.5779609993075
-58.6443930887047;-23.5779579993075
-58.6444020887043;-23.5779539993075
-58.6444110887047;-23.5779499993075
-58.6444200887043;-23.5779459993075
-58.6444300887045;-23.5779409993075
-58.6444390887049;-23.5779349993075
-58.6444490887043;-23.5779289993075
-58.6444590887045;-23.5779229993075
-58.6444690887047;-23.5779159993075
-58.6444780887043;-23.5779099993075
-58.6444880887044;-23.5779029993075
-58.6444980887046;-23.5778969993075
-58.6445080887048;-23.5778899993075
-58.6445180887042;-23.5778839993075
-58.6445270887046;-23.5778769993075
-58.6445360887042;-23.5778709993075
-58.6445450887047;-23.5778639993075
-58.6445530887045;-23.5778579993075
-58.6445610887043;-23.5778509993075
-58.6445670887046;-23.5778439993075
-58.6445730887049;-23.5778379993075
-58.6445790887043;-23.5778309993075
-58.6445850887046;-23.5778249993075
-58.6445910887049;-23.5778179993075
-58.6445970887043;-23.5778109993075
-58.6446020887049;-23.5778049993075
-58.6446080887043;-23.5777979993075
-58.6446140887046;-23.5777919993075
-58.6446190887043;-23.5777849993075
-58.6446250887046;-23.5777789993075
-58.6446310887048;-23.5777729993075
-58.6446370887043;-23.5777659993075
-58.6446420887048;-23.5777589993075
-58.6446480887043;-23.5777529993075
-58.6446540887045;-23.5777459993075
-58.6446590887042;-23.5777399993075
-58.6446650887045;-23.5777329993075
-58.6446710887048;-23.5777269993075
-58.6446770887043;-23.5777199993075
-58.6446820887048;-23.5777139993075
-58.6446880887042;-23.5777079993075
-58.6446940887045;-23.5777009993075
-58.6446990887042;-23.5776949993075
-58.6447050887045;-23.5776889993075
-58.6447110887047;-23.5776819993075
-58.6447160887044;-23.5776759993075
-58.6447220887047;-23.5776699993075
-58.6447280887042;-23.5776639993075
-58.6447330887047;-23.5776579993075
-58.6447390887041;-23.5776519993075
-58.6447440887046;-23.5776469993075
-58.6447500887049;-23.5776409993075
-58.6447560887044;-23.5776349993075
-58.6447610887049;-23.5776289993075
-58.6447670887044;-23.5776229993075
-58.6447720887049;-23.5776169993075
-58.6447780887043;-23.5776109993075
-58.6447830887048;-23.5776049993075
-58.6447890887043;-23.5775989993075
-58.6447950887046;-23.5775939993075
-58.6448000887043;-23.5775879993075
-58.6448060887045;-23.5775819993075
-58.6448120887048;-23.5775779993075
-58.6448180887043;-23.5775729993075
-58.6448250887043;-23.5775689993075
-58.6448310887046;-23.5775649993075
-58.6448380887047;-23.5775619993075
-58.6448440887041;-23.5775579993075
-58.6448510887042;-23.5775549993075
-58.6448580887042;-23.5775519993075
-58.6448650887043;-23.5775489993075
-58.6448710887046;-23.5775459993075
-58.6448780887046;-23.5775429993075
-58.6448850887047;-23.5775399993075
-58.6448910887041;-23.5775369993075
-58.6448980887042;-23.5775349993075
-58.6449050887042;-23.5775319993075
-58.6449120887043;-23.5775299993075
-58.6449200887041;-23.5775279993075
-58.6449280887048;-23.5775269993075
-58.6449360887046;-23.5775249993075
-58.6449430887046;-23.5775239993075
-58.6449510887045;-23.5775219993075
-58.6449600887049;-23.5775209993075
-58.6449670887041;-23.5775189993075
-58.6449760887045;-23.5775169993075
-58.6449830887046;-23.5775149993075
-58.6449910887044;-23.5775139993075
-58.6449990887043;-23.5775119993075
-58.6450080887047;-23.5775099993075
-58.6450160887045;-23.5775079993075
-58.6450250887049;-23.5775049993075
-58.6450340887045;-23.5775029993075
-58.6450450887045;-23.5774999993075
-58.6450550887047;-23.5774969993075
-58.6450670887044;-23.5774939993075
-58.6450780887044;-23.5774909993075
-58.6450900887041;-23.5774879993075
-58.6451020887047;-23.5774839993075
-58.6451140887044;-23.5774809993075
-58.6451250887044;-23.5774779993075
-58.6451370887041;-23.5774749993075
-58.6451490887047;-23.5774719993075
-58.6451610887044;-23.5774679993075
-58.6451720887044;-23.5774649993075
-58.6451840887041;-23.5774619993075
-58.6451950887049;-23.5774579993075
-58.6452050887043;-23.5774539993075
-58.6452150887045;-23.5774489993075
-58.6452250887047;-23.5774439993075
-58.6452340887043;-23.5774379993075
-58.6452420887049;-23.5774329993076
-58.6452500887048;-23.5774269993075
-58.6452580887046;-23.5774219993075
-58.6452650887046;-23.5774169993076
-58.6452720887047;-23.5774109993075
-58.6452790887048;-23.5774059993076
-58.6452860887048;-23.5774009993076
-58.6452930887049;-23.5773949993075
-58.6453000887049;-23.5773899993075
-58.6453070887042;-23.5773849993075
-58.6453140887042;-23.5773799993075
-58.6453210887043;-23.5773739993075
-58.6453280887043;-23.5773689993075
-58.6453350887044;-23.5773639993076
-58.6453410887046;-23.5773579993075
-58.6453470887049;-23.5773519993075
-58.6453530887044;-23.5773459993076
-58.6453570887043;-23.5773389993075
-58.6453610887042;-23.5773319993075
-58.6453650887049;-23.5773249993076
-58.6453680887043;-23.5773179993075
-58.6453710887044;-23.5773109993076
-58.6453740887045;-23.5773039993076
-58.6453770887047;-23.5772959993075
-58.6453800887048;-23.5772889993075
-58.6453830887042;-23.5772819993075
-58.6453860887043;-23.5772749993075
-58.6453890887044;-23.5772679993076
-58.6453920887046;-23.5772599993076
-58.6453950887047;-23.5772519993075
-58.6453990887046;-23.5772439993076
-58.6454020887048;-23.5772339993076
-58.6454070887044;-23.5772229993076
-58.6454110887044;-23.5772109993075
-58.6454160887049;-23.5771989993076
-58.6454210887046;-23.5771879993076
-58.6454250887045;-23.5771779993075
-58.6454300887042;-23.5771689993076
-58.6454340887049;-23.5771619993076
-58.6454380887048;-23.5771559993076
-58.6454420887047;-23.5771499993076
-58.6454460887046;-23.5771449993075
-58.6454500887045;-23.5771399993076
-58.6454540887045;-23.5771349993076
-58.6454580887044;-23.5771289993076
-58.6454620887043;-23.5771239993075
-58.6454660887042;-23.5771179993076
-58.6454700887049;-23.5771129993076
-58.6454740887048;-23.5771079993075
-58.6454780887047;-23.5771019993076
-58.6454820887047;-23.5770969993075
-58.6454870887044;-23.5770909993076
-58.6454910887043;-23.5770859993075
-58.6454950887042;-23.5770809993076
-58.6454990887049;-23.5770759993076
-58.6455030887048;-23.5770699993076
-58.6455070887047;-23.5770649993076
-58.6455120887044;-23.5770599993076
-58.6455160887043;-23.5770549993075
-58.6455200887043;-23.5770489993076
-58.6455240887042;-23.5770439993076
-58.6455280887049;-23.5770389993076
-58.6455330887046;-23.5770329993076
-58.6455370887045;-23.5770279993076
-58.6455420887042;-23.5770229993076
-58.6455460887049;-23.5770179993076
-58.6455520887044;-23.5770129993076
-58.6455570887049;-23.5770079993076
-58.6455630887044;-23.5770029993076
-58.6455700887044;-23.5769979993076
-58.6455760887047;-23.5769929993075
-58.6455830887047;-23.5769889993076
-58.6455900887048;-23.5769839993076
-58.6455970887048;-23.5769789993075
-58.6456030887043;-23.5769749993075
-58.6456100887044;-23.5769709993076
-58.6456170887044;-23.5769659993076
-58.6456230887047;-23.5769619993076
-58.6456310887045;-23.5769569993076
-58.6456390887043;-23.5769519993076
-58.6456480887048;-23.5769479993075
-58.6456580887041;-23.5769419993075
-58.6456710887045;-23.5769369993076
-58.6456840887048;-23.5769309993076
-58.6456990887047;-23.5769249993076
-58.6457120887042;-23.5769199993076
-58.6457250887045;-23.5769159993075
-58.6457360887045;-23.5769119993076
-58.6457460887047;-23.5769089993076
-58.6457540887045;-23.5769059993075
-58.6457620887043;-23.5769039993076
-58.6457690887044;-23.5769019993076
-58.6457770887042;-23.5768999993076
-58.6457840887043;-23.5768979993076
-58.6457910887043;-23.5768959993075
-58.6457980887044;-23.5768939993076
-58.6458060887042;-23.5768919993076
-58.6458130887043;-23.5768899993076
-58.6458210887049;-23.5768879993076
-58.6458290887047;-23.5768859993076
-58.6458380887043;-23.5768839993076
-58.6458480887045;-23.5768829993076
-58.6458590887045;-23.5768819993076
-58.6458710887042;-23.5768809993076
-58.6458830887048;-23.5768809993076
-58.6458950887045;-23.5768809993076
-58.6459060887045;-23.5768809993076
-58.6459170887045;-23.5768819993076
-58.6459260887049;-23.5768829993076
-58.6459350887045;-23.5768829993076
-58.6459430887043;-23.5768839993076
-58.6459510887042;-23.5768849993076
-58.6459590887048;-23.5768859993076
-58.6459670887046;-23.5768859993075
-58.6459740887047;-23.5768869993076
-58.6459820887045;-23.5768879993076
-58.6459900887043;-23.5768879993076
-58.6459980887042;-23.5768889993076
-58.6460060887048;-23.5768889993075
-58.6460140887046;-23.5768899993076
-58.6460210887047;-23.5768899993076
-58.6460290887045;-23.5768909993076
-58.6460370887043;-23.5768909993076
-58.6460440887044;-23.5768909993076
-58.6460520887042;-23.5768909993076
-58.6460590887043;-23.5768919993076
-58.6460670887049;-23.5768919993076
-58.6460740887042;-23.5768919993076
-58.6460820887048;-23.5768929993076
-58.6460890887049;-23.5768929993076
-58.6460970887047;-23.5768939993076
-58.6461040887047;-23.5768939993076
-58.6461120887046;-23.5768949993076
-58.6461190887046;-23.5768959993076
-58.6461270887044;-23.5768969993076
-58.6461340887045;-23.5768979993076
-58.6461410887045;-23.5768989993075
-58.6461480887046;-23.5769009993076
-58.6461560887044;-23.5769029993076
-58.6461620887047;-23.5769049993076
-58.6461690887048;-23.5769079993075
-58.6461760887048;-23.5769099993076
-58.6461830887049;-23.5769119993076
-58.6461910887047;-23.5769139993076
-58.6461980887048;-23.5769169993076
-58.6462060887046;-23.5769189993076
-58.6462140887044;-23.5769219993076
-58.6462230887048;-23.5769239993075
-58.6462320887044;-23.5769269993075
-58.6462460887045;-23.5769299993076
-58.6462580887043;-23.5769219993076
-58.6462700887048;-23.5769139993076
-58.6462850887047;-23.5769039993076
-58.6463000887046;-23.5768939993076
-58.6463140887047;-23.5768839993076
-58.6463280887048;-23.5768759993076
-58.6463400887045;-23.5768679993076
-58.6463520887043;-23.5768599993076
-58.6463640887048;-23.5768519993076
-58.6463760887046;-23.5768449993076
-58.6463880887043;-23.5768369993076
-58.6464000887049;-23.5768299993076
-58.6464120887046;-23.5768219993076
-58.6464240887044;-23.5768159993076
-58.6464370887047;-23.5768089993076
-58.6464500887042;-23.5768019993076
-58.6464630887046;-23.5767959993076
-58.6464770887047;-23.5767879993076
-58.6464910887048;-23.5767809993076
-58.6465050887049;-23.5767719993076
-58.6465190887042;-23.5767619993076
-58.6465340887049;-23.5767519993076
-58.6465490887047;-23.5767409993076
-58.6465640887046;-23.5767299993076
-58.6465780887047;-23.5767199993076
-58.6465930887046;-23.5767089993076
-58.6466080887045;-23.5766979993076
-58.6466230887044;-23.5766879993076
-58.6466370887045;-23.5766769993076
-58.6466520887044;-23.5766659993076
-58.6466670887042;-23.5766559993076
-58.6466810887043;-23.5766449993076
-58.6466960887042;-23.5766349993076
-58.6467090887046;-23.5766239993076
-58.6467190887047;-23.5766139993076
-58.6467270887046;-23.5766019993076
-58.6467360887042;-23.5765919993076
-58.6467430887042;-23.5765819993076
-58.6467500887043;-23.5765729993076
-58.6467560887046;-23.5765649993076
-58.6467600887045;-23.5765569993076
-58.6467650887042;-23.5765499993076
-58.6467680887043;-23.5765429993076
-58.6467720887042;-23.5765359993076
-58.6467750887044;-23.5765299993076
-58.6467790887043;-23.5765229993076
-58.6467820887044;-23.5765169993076
-58.6467860887043;-23.5765099993076
-58.6467890887045;-23.5765039993076
-58.6467930887044;-23.5764969993076
-58.6467960887045;-23.5764909993076
-58.6468000887044;-23.5764839993076
-58.6468030887046;-23.5764779993076
-58.6468060887047;-23.5764709993076
-58.6468090887048;-23.5764649993076
-58.6468120887042;-23.5764589993076
-58.6468150887043;-23.5764529993076
-58.6468180887045;-23.5764469993076
-58.6468200887048;-23.5764409993076
-58.6468230887041;-23.5764349993076
-58.6468260887043;-23.5764289993076
-58.6468280887046;-23.5764229993076
-58.6468310887048;-23.5764169993076
-58.6468340887049;-23.5764109993076
-58.6468360887045;-23.5764049993076
-58.6468390887046;-23.5763989993076
-58.6468420887048;-23.5763929993076
-58.6468450887049;-23.5763869993076
-58.6468470887044;-23.5763809993076
-58.6468500887046;-23.5763759993076
-58.6468530887047;-23.5763699993076
-58.6468560887049;-23.5763639993076
-58.6468600887048;-23.5763579993076
-58.6468630887049;-23.5763519993076
-58.6468660887042;-23.5763459993076
-58.6468690887044;-23.5763399993076
-58.6468720887045;-23.5763329993076
-58.6468750887047;-23.5763269993076
-58.6468780887048;-23.5763209993076
-58.6468820887047;-23.5763139993076
-58.6468850887048;-23.5763079993076
-58.6468890887048;-23.5763009993076
-58.6468940887045;-23.5762929993076
-58.6469000887047;-23.5762839993076
-58.6469070887048;-23.5762729993076
-58.6469150887046;-23.5762619993076
-58.6469240887042;-23.5762499993076
-58.6469340887044;-23.5762369993076
-58.6469440887046;-23.5762239993076
-58.6469540887048;-23.5762099993076
-58.6469640887042;-23.5761969993076
-58.6469740887044;-23.5761849993076
-58.6469830887048;-23.5761729993076
-58.6469910887046;-23.5761629993076
-58.6469970887049;-23.5761549993076
-58.6470030887043;-23.5761479993076
-58.6470080887049;-23.5761419993076
-58.6470120887048;-23.5761369993076
-58.6470160887047;-23.5761319993076
-58.6470190887048;-23.5761269993076
-58.6470230887047;-23.5761219993076
-58.6470270887046;-23.5761169993076
-58.6470310887046;-23.5761119993076
-58.6470350887045;-23.5761069993076
-58.6470380887046;-23.5761019993076
-58.6470420887045;-23.5760969993076
-58.6470460887044;-23.5760919993076
-58.6470500887044;-23.5760869993076
-58.6470540887043;-23.5760819993076
-58.6470580887042;-23.5760769993076
-58.6470620887049;-23.5760719993076
-58.6470660887048;-23.5760659993076
-58.6470700887047;-23.5760609993076
-58.6470740887046;-23.5760549993076
-58.6470780887046;-23.5760499993076
-58.6470820887045;-23.5760449993076
-58.6470860887044;-23.5760389993076
-58.6470900887043;-23.5760339993076
-58.6470950887048;-23.5760289993076
-58.6470990887047;-23.5760229993076
-58.6471030887046;-23.5760179993076
-58.6471070887046;-23.5760119993076
-58.6471110887045;-23.5760069993076
-58.6471160887042;-23.5760009993076
-58.6471200887049;-23.5759949993076
-58.6471250887046;-23.5759889993076
-58.6471300887043;-23.5759829993076
-58.6471350887048;-23.5759769993076
-58.6471400887045;-23.5759709993076
-58.6471450887041;-23.5759639993076
-58.6471500887046;-23.5759579993076
-58.6471550887043;-23.5759519993076
-58.6471610887046;-23.5759459993076
-58.6471660887043;-23.5759399993076
-58.6471710887048;-23.5759339993076
-58.6471760887045;-23.5759279993076
-58.6471772494586;-23.5759266064031
-58.6438960887041;-23.5767549993076
-58.6440900887045;-23.5767649993076
-58.6446610887046;-23.5767639993076
-58.6448330887042;-23.5767529993076
-58.6450380887044;-23.5766539993076
-58.6452740887042;-23.5764739993076
-58.6454570887046;-23.5763149993076
-58.6455110887047;-23.5762454993076
-58.6455650887047;-23.5761759993076
-58.6455860887049;-23.5760459993076
-58.6455420887042;-23.5759169993076
-58.6454560887048;-23.5757979993076
-58.6453350887044;-23.5757109993076
-58.6451990887048;-23.5756559993076
-58.6450270887045;-23.5756349993076
-58.6445070887042;-23.5756509993076
-58.6437100887045;-23.5757719993076
-58.6432900887045;-23.5759419993076
-58.6430100887049;-23.5761409993076
-58.6429360887044;-23.5764199993076
-58.6429790887045;-23.5766179993076
-58.6430870887046;-23.5767369993076
-58.6432380887048;-23.5768159993076
-58.6434320887043;-23.5768359993076
-58.6437020887047;-23.5767759993076
-58.6438960887041;-23.5767549993076
-58.6222163887093;-23.5723937645523
-58.6220907491156;-23.5731377266339
-58.6228550413682;-23.5730970478671
-58.623534958982;-23.5732913912283
-58.6239191985179;-23.5741517533241
-58.6240927865752;-23.5757171069576
-58.6249003062866;-23.5759894714738
-58.625025559076;-23.575088937879
-58.624809868121;-23.5736802409568
-58.6242988790285;-23.5730941356507
-58.6235750088295;-23.5722736023747
-58.6225965411707;-23.5715318629159
-58.6222163887093;-23.5723937645523
-58.6533732415032;-23.5709533897123
-58.6537541844121;-23.5715934823497
-58.6546700858561;-23.5713292541201
-58.6550168424242;-23.5709788844251
-58.6548564534518;-23.5700761053635
-58.6536864995069;-23.569874762237
-58.6533082118638;-23.5702543320342
-58.6533732415032;-23.5709533897123
-58.6214003153663;-23.5684811376767
-58.6222513598649;-23.5692231411535
-58.6239911047961;-23.5686716407206
-58.6245822509723;-23.5672613108132
-58.6245791755508;-23.5659696096925
-58.6240263125541;-23.5656184432695
-58.6232193221986;-23.5655417855009
-58.6222010332364;-23.5658961171242
-58.6227128186266;-23.5668345124485
-58.6214003153663;-23.5684811376767
-58.7549210887045;-23.7029089993047
-58.7544820887047;-23.7028619993047
-58.7530180887044;-23.7025759993047
-58.7516630887049;-23.7023259993048
-58.7502140887044;-23.7020599993048
-58.7499280887045;-23.7026689993047
-58.7492850887043;-23.7025509993047
-58.7495850887043;-23.7019449993048
-58.7484020887043;-23.7017279993048
-58.7480060887047;-23.7023139993048
-58.7472150887044;-23.7021679993048
-58.7470100887049;-23.7021339993048
-58.7468250887042;-23.7024209993047
-58.7444440887043;-23.7061159993047
-58.7446080887048;-23.7061169993047
-58.7461940887045;-23.7063289993047
-58.7469160887049;-23.7064169993047
-58.7477680887045;-23.7065349993047
-58.7479080887047;-23.7062329993047
-58.7484900887048;-23.7045149993047
-58.7541530887047;-23.7055339993047
-58.7542960887042;-23.7050439993047
-58.7543150887049;-23.7049759993047
-58.7545880887045;-23.7041129993047
-58.7547390887047;-23.7035879993047
-58.7547890887048;-23.7034059993047
-58.7548980887047;-23.7030439993047
-58.7549210887045;-23.7029089993047
-58.7470370887045;-23.6989159993048
-58.7468590887047;-23.6990389993048
-58.7465300887046;-23.6991519993048
-58.7462260887047;-23.6991529993048
-58.7458470887045;-23.6990189993048
-58.7455900887045;-23.6988069993048
-58.7453340887043;-23.6986499993048
-58.7449680887044;-23.6986069993048
-58.7446390887044;-23.6986409993048
-58.7443710887044;-23.6987769993048
-58.7442010887044;-23.6989569993048
-58.7441290887043;-23.6991699993048
-58.7440810887045;-23.6995859993048
-58.7440340887045;-23.7000119993048
-58.7438880887048;-23.7002369993048
-58.7436690887044;-23.7003949993048
-58.7433530887047;-23.7004969993048
-58.7425850887049;-23.7006449993048
-58.7420860887049;-23.7007699993048
-58.7416850887047;-23.7010739993048
-58.7413690887042;-23.7014119993048
-58.7412850887044;-23.7017829993048
-58.7414320887047;-23.7020739993048
-58.7417010887044;-23.7023199993047
-58.7421040887049;-23.7025659993047
-58.7424700887048;-23.7027779993047
-58.7426540887049;-23.7030359993047
-58.7427160887048;-23.7033499993047
-58.7426680887042;-23.7036759993047
-58.7425110887045;-23.7039569993047
-58.7421340887047;-23.7043169993047
-58.7416730887042;-23.7049139993047
-58.7412730887046;-23.7056559993047
-58.7414680887047;-23.7057229993047
-58.7440390887042;-23.7067449993047
-58.7444440887043;-23.7061159993047
-58.7468250887042;-23.7024209993047
-58.7470100887049;-23.7021339993048
-58.7481950887045;-23.7002959993048
-58.7483680887046;-23.7000169993048
-58.7485220887042;-23.6997849993048
-58.7483440887043;-23.6996309993048
-58.7473870887047;-23.6991279993048
-58.7470370887045;-23.6989159993048
-58.7525023819551;-23.6601025688015
-58.7447124707266;-23.6587763828416
-58.7450400887045;-23.6604429993057
-58.7454490887045;-23.6625699993056
-58.7457720887042;-23.6642819993056
-58.7458260887043;-23.6644639993056
-58.7461710887048;-23.6644899993056
-58.7475720887046;-23.6647429993056
-58.7490380887045;-23.6649839993056
-58.7502090887048;-23.6651939993056
-58.7526900887042;-23.6656189993056
-58.7525023819551;-23.6601025688015
-58.7475380887041;-23.6319059993063
-58.7470160887044;-23.6325899993063
-58.7464400887045;-23.6332629993063
-58.7458660887042;-23.6339489993063
-58.7457550887048;-23.6340649993063
-58.7458690887044;-23.6342369993063
-58.7462030887049;-23.6346919993063
-58.7471160887047;-23.6360479993062
-58.7472210887046;-23.6359879993062
-58.7479800887048;-23.6355259993062
-58.7487150887047;-23.6350789993063
-58.7499350887045;-23.6368659993062
-58.7506480887045;-23.6364519993062
-58.7475380887041;-23.6319059993063
-58.7494410887042;-23.7086739993046
-58.7493450887046;-23.7088819993046
-58.7490050887046;-23.7097879993046
-58.7493720887042;-23.7099219993046
-58.7491500887045;-23.7104519993046
-58.7481530887042;-23.7101209993046
-58.7463810887048;-23.7095179993046
-58.7462240887043;-23.7098549993046
-58.7466670887047;-23.7100009993046
-58.7471700887047;-23.7101849993046
-58.7468400887049;-23.7109499993046
-58.7481170887049;-23.7114189993045
-58.7501930887043;-23.7121999993045
-58.7518460887044;-23.7128229993045
-58.7520300887045;-23.7122209993045
-58.7521680887044;-23.7118219993045
-58.7522800887044;-23.7114639993046
-58.7524670887047;-23.7109059993046
-58.7527390887045;-23.7100979993046
-58.7528170887049;-23.7098659993046
-58.7499670887047;-23.7088559993046
-58.7494410887042;-23.7086739993046
-58.7149650187673;-23.6233253576917
-58.7150790887045;-23.6219279993065
-58.7147920887048;-23.6197509993066
-58.7147370887041;-23.6197369993066
-58.7141190887048;-23.6195799993066
-58.7140610887048;-23.6191459993066
-58.7140140887048;-23.6187969993066
-58.7139070887045;-23.6186999993066
-58.7132850887044;-23.6190749993066
-58.7131760887045;-23.6191489993066
-58.7129500887049;-23.6192759993066
-58.7126030887048;-23.6194709993066
-58.7117630887049;-23.6199849993066
-58.7116360887042;-23.6200639993066
-58.7111040887042;-23.6203809993066
-58.7111400887043;-23.6205099993066
-58.7112340887043;-23.6210849993066
-58.7111360887044;-23.6211309993066
-58.7102950887047;-23.6215889993066
-58.7106850887049;-23.6219619993066
-58.7109730887044;-23.6224699993065
-58.7110952831278;-23.6229739617116
-58.7111852463381;-23.6229315438993
-58.7131485297838;-23.622993448099
-58.7147125453613;-23.6232573430967
-58.7149650187673;-23.6233253576917
-58.7469530887047;-23.6706239993055
-58.7470720887048;-23.6711089993054
-58.7471610887043;-23.6716659993054
-58.7472460887047;-23.6722049993054
-58.7473610887049;-23.6728389993054
-58.7474810887048;-23.6733029993054
-58.7476150887047;-23.6739839993054
-58.7498570887042;-23.6755579993054
-58.7501190887047;-23.6758389993054
-58.7503100887048;-23.6756729993053
-58.7507660887048;-23.6755019993054
-58.7512220887048;-23.6754009993054
-58.7516130887047;-23.6753899993053
-58.7520260887046;-23.6754679993054
-58.7521430887043;-23.6755179993054
-58.7522550887043;-23.6752189993054
-58.7526320887042;-23.6738119993054
-58.7530290887044;-23.6721959993054
-58.7517019117958;-23.6719035323219
-58.7505670887048;-23.6717139993054
-58.7497750887047;-23.6714749993054
-58.7476650887049;-23.6708389993055
-58.7469530887047;-23.6706239993055
-58.7174950887047;-23.6181959993066
-58.7173890887041;-23.6186259993066
-58.7172810887048;-23.6190529993066
-58.7171540887049;-23.6195179993066
-58.7171280887043;-23.6196169993066
-58.7169390887044;-23.6203399993066
-58.7179930887042;-23.6206279993066
-58.7193320887049;-23.6209939993066
-58.7195440887044;-23.6206889993066
-58.7201260887046;-23.6198449993066
-58.7206300887043;-23.6191169993066
-58.7201700887044;-23.6189669993066
-58.7198000887046;-23.6188279993066
-58.7193880887045;-23.6187239993066
-58.7174950887047;-23.6181959993066
-58.7384740887043;-23.6267269993064
-58.7378420887049;-23.6270569993064
-58.7373390887049;-23.6273199993064
-58.7367000887046;-23.6276539993064
-58.7361930887047;-23.6268309993064
-58.7358780887048;-23.6270189993064
-58.7357290887049;-23.6271339993064
-58.7352880887048;-23.6274129993064
-58.7346800887048;-23.6277979993064
-58.7350970887046;-23.6284679993064
-58.7354750887042;-23.6290819993064
-58.7357990887046;-23.6295859993064
-58.7359990887044;-23.6298989993064
-58.7362770887045;-23.6303299993064
-58.7365560887044;-23.6307649993064
-58.7367850887042;-23.6311529993063
-58.7370290887046;-23.6316189993063
-58.7372470887044;-23.6319639993063
-58.7375100887047;-23.6323589993063
-58.7378400887045;-23.6329069993063
-58.7383770887042;-23.6326509993063
-58.7389250887046;-23.6323809993063
-58.7394630887049;-23.6320779993063
-58.7399650887042;-23.6318269993063
-58.7405020887047;-23.6315449993063
-58.7410450887046;-23.6312369993063
-58.7409390887049;-23.6310159993063
-58.7406240887049;-23.6304749993064
-58.7402670887047;-23.6298909993064
-58.7400750887047;-23.6294989993064
-58.7398830887048;-23.6291959993064
-58.7394970887045;-23.6285329993064
-58.7394120887049;-23.6283519993064
-58.7389810887042;-23.6276129993064
-58.7384740887043;-23.6267269993064
-58.7415285918649;-23.5973332007025
-58.7410700279198;-23.5973909740637
-58.7408596655397;-23.5974289041575
-58.7414259437688;-23.5975923696473
-58.7415285918649;-23.5973332007025
-58.7464132628027;-23.6116749927744
-58.7456833770264;-23.6115170227166
